source,id,sku,key,after,original_group,original_sub_type,final_group,final_sub_type,reason
phase3a,phase3a-Q2M-CM1000M-confidence_level-1,Q2M-CM1000M,confidence_level,high,abrasive_polish,heavy_cut_compound,abrasive_polish,heavy_cut_compound,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2M-CMP1000M-confidence_level-1,Q2M-CMP1000M,confidence_level,high,abrasive_polish,heavy_cut_compound,abrasive_polish,heavy_cut_compound,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2M-CMPR1000M-confidence_level-1,Q2M-CMPR1000M,confidence_level,high,abrasive_polish,heavy_cut_compound,abrasive_polish,heavy_cut_compound,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2M-PO1000M-confidence_level-1,Q2M-PO1000M,confidence_level,high,abrasive_polish,polish,abrasive_polish,polish,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-20144.261.001-confidence_level-1,20144.261.001,confidence_level,high,abrasive_polish,sanding_paste,abrasive_polish,heavy_cut_compound,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-20144.261.001-rinse_required-1,20144.261.001,rinse_required,True,abrasive_polish,sanding_paste,abrasive_polish,heavy_cut_compound,rinse_required: not applicable for abrasive_polish/heavy_cut_compound
phase3a,phase3a-701003-skill_level-1,701003,skill_level,pro,car_shampoo,ceramic_infused_shampoo,car_shampoo,ceramic_infused_shampoo,skill_level: not applicable for car_shampoo/ceramic_infused_shampoo
phase3a,phase3a-701851-dwell_time_minutes-1,701851,dwell_time_minutes,3,car_shampoo,ph_neutral_shampoo,car_shampoo,ph_neutral_shampoo,dwell_time_minutes: not applicable for car_shampoo/ph_neutral_shampoo
phase3a,phase3a-Q2M-BYA4000M-confidence_level-1,Q2M-BYA4000M,confidence_level,high,car_shampoo,ph_neutral_shampoo,car_shampoo,ph_neutral_shampoo,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2M-BPYA1000M-dwell_time_minutes-1,Q2M-BPYA1000M,dwell_time_minutes,2,car_shampoo,ceramic_infused_shampoo,car_shampoo,ceramic_infused_shampoo,dwell_time_minutes: not applicable for car_shampoo/ceramic_infused_shampoo
phase3a,phase3a-Q2M-PPFW500M-dwell_time_minutes-1,Q2M-PPFW500M,dwell_time_minutes,2,car_shampoo,ppf_shampoo,car_shampoo,ph_neutral_shampoo,dwell_time_minutes: not applicable for car_shampoo/ph_neutral_shampoo
phase3a,phase3a-Q2M-RW1000M-dwell_time_minutes-1,Q2M-RW1000M,dwell_time_minutes,2,car_shampoo,decon_shampoo,car_shampoo,decon_shampoo,dwell_time_minutes: not applicable for car_shampoo/decon_shampoo
phase3a,phase3a-79290-dwell_time_minutes-1,79290,dwell_time_minutes,3,car_shampoo,decon_shampoo,car_shampoo,decon_shampoo,dwell_time_minutes: not applicable for car_shampoo/decon_shampoo
phase3a,phase3a-79290-skill_level-1,79290,skill_level,pro,car_shampoo,decon_shampoo,car_shampoo,decon_shampoo,skill_level: not applicable for car_shampoo/decon_shampoo
phase3a,phase3a-79286-confidence_level-1,79286,confidence_level,high,car_shampoo,ceramic_infused_shampoo,car_shampoo,ceramic_infused_shampoo,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-79284-confidence_level-1,79284,confidence_level,high,car_shampoo,ph_neutral_shampoo,car_shampoo,ph_neutral_shampoo,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-700507-confidence_level-1,700507,confidence_level,high,car_shampoo,ph_neutral_shampoo,car_shampoo,ph_neutral_shampoo,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-700508-confidence_level-1,700508,confidence_level,high,car_shampoo,ph_neutral_shampoo,car_shampoo,ph_neutral_shampoo,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-701422-skill_level-1,701422,skill_level,pro,car_shampoo,towel_wash,car_shampoo,towel_wash,skill_level: not applicable for car_shampoo/towel_wash
phase3a,phase3a-701422-application_method-1,701422,application_method,both,car_shampoo,towel_wash,car_shampoo,towel_wash,application_method: not applicable for car_shampoo/towel_wash
phase3a,phase3a-Q2-OLE100M-confidence_level-1,Q2-OLE100M,confidence_level,high,ceramic_coating,single_layer_coating,ceramic_coating,paint_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2-PPFE50M-rinse_required-1,Q2-PPFE50M,rinse_required,True,ceramic_coating,ppf_coating,ceramic_coating,paint_coating,rinse_required: not applicable for ceramic_coating/paint_coating
phase3a,phase3a-Q2-RE30M-confidence_level-1,Q2-RE30M,confidence_level,high,ceramic_coating,wheel_coating,ceramic_coating,wheel_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-79296-dwell_time_minutes-1,79296,dwell_time_minutes,1,ceramic_coating,glass_coating,ceramic_coating,glass_coating,dwell_time_minutes: not applicable for ceramic_coating/glass_coating
phase3a,phase3a-79296-rinse_required-1,79296,rinse_required,True,ceramic_coating,glass_coating,ceramic_coating,glass_coating,rinse_required: not applicable for ceramic_coating/glass_coating
phase3a,phase3a-700405-dwell_time_minutes-1,700405,dwell_time_minutes,2,ceramic_coating,paint_coating,ceramic_coating,paint_coating,dwell_time_minutes: not applicable for ceramic_coating/paint_coating
phase3a,phase3a-700405-confidence_level-1,700405,confidence_level,high,ceramic_coating,paint_coating,ceramic_coating,paint_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-MXP-CCN50KS-confidence_level-1,MXP-CCN50KS,confidence_level,high,ceramic_coating,paint_coating,ceramic_coating,paint_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-MXP-DPCN50KS-confidence_level-1,MXP-DPCN50KS,confidence_level,high,ceramic_coating,paint_coating,ceramic_coating,paint_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-MXP-HC50KS-confidence_level-1,MXP-HC50KS,confidence_level,high,ceramic_coating,multi_step_coating_kit,ceramic_coating,paint_coating,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-MGPS-6046R-application_method-1,MGPS-6046R,application_method,both,clay_products,clay_pad,clay_products,clay_pad,application_method: not applicable for clay_products/clay_pad
phase3a,phase3a-MGPS-6012K-application_method-1,MGPS-6012K,application_method,both,clay_products,clay_disc,clay_products,clay_pad,application_method: not applicable for clay_products/clay_pad
phase3a,phase3a-700210-skill_level-1,700210,skill_level,pro,contaminant_solvers,wheel_iron_remover,contaminant_solvers,wheel_iron_remover,skill_level: not applicable for contaminant_solvers/wheel_iron_remover
phase3a,phase3a-71110-skill_level-1,71110,skill_level,pro,contaminant_solvers,specialty_cleaner,contaminant_solvers,specialty_cleaner,skill_level: not applicable for contaminant_solvers/specialty_cleaner
phase3a,phase3a-76008-rinse_required-1,76008,rinse_required,True,contaminant_solvers,bug_remover,contaminant_solvers,bug_remover,rinse_required: not applicable for contaminant_solvers/bug_remover
phase3a,phase3a-Q2M-CCE-skill_level-1,Q2M-CCE,skill_level,pro,contaminant_solvers,clay_bar,contaminant_solvers,clay_bar,skill_level: not applicable for contaminant_solvers/clay_bar
phase3a,phase3a-Q2M-TOTR1000M-confidence_level-1,Q2M-TOTR1000M,confidence_level,high,contaminant_solvers,wax_remover,contaminant_solvers,wax_remover,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-79291-rinse_required-1,79291,rinse_required,True,contaminant_solvers,iron_remover,contaminant_solvers,wheel_iron_remover,rinse_required: not applicable for contaminant_solvers/wheel_iron_remover
phase3a,phase3a-701610-dwell_time_minutes-1,701610,dwell_time_minutes,5,fragrance,odor_eliminator,fragrance,odor_eliminator,dwell_time_minutes: not applicable for fragrance/odor_eliminator
phase3a,phase3a-701610-rinse_required-1,701610,rinse_required,False,fragrance,odor_eliminator,fragrance,odor_eliminator,rinse_required: not applicable for fragrance/odor_eliminator
phase3a,phase3a-75229-confidence_level-1,75229,confidence_level,high,fragrance,vent_clip,fragrance,vent_clip,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-78761-confidence_level-1,78761,confidence_level,high,fragrance,vent_clip,fragrance,vent_clip,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-75228-confidence_level-1,75228,confidence_level,high,fragrance,vent_clip,fragrance,vent_clip,"confidence_level: not measurable, no filter value (global delete)"
phase3a,phase3a-Q2M-ORP4P-durability_months-1,Q2M-ORP4P,durability_months,24,fragrance,odor_eliminator,fragrance,odor_eliminator,durability_months: not applicable for fragrance/odor_eliminator
phase3a,phase3a-79415-skill_level-1,79415,skill_level,pro,fragrance,odor_eliminator,fragrance,odor_eliminator,skill_level: not applicable for fragrance/odor_eliminator
phase3a,phase3a-EF1212-durability_months-1,EF1212,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-IF1414-durability_months-1,IF1414,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-EF0303-durability_months-1,EF0303,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-PS0313-durability_months-1,PS0313,durability_months,1.0,fragrance,hanging_card,fragrance,hanging_card,durability_months: not applicable for fragrance/hanging_card
phase3a,phase3a-EF1313-durability_months-1,EF1313,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-IF1111-durability_months-1,IF1111,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-IF3243-durability_months-1,IF3243,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-EF4064-durability_months-1,EF4064,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-EF3963-durability_months-1,EF3963,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-EF1616-durability_months-1,EF1616,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-PS0404-durability_months-1,PS0404,durability_months,1.0,fragrance,hanging_card,fragrance,hanging_card,durability_months: not applicable for fragrance/hanging_card
phase3a,phase3a-IF0404-durability_months-1,IF0404,durability_months,1.5,fragrance,vent_clip,fragrance,vent_clip,durability_months: not applicable for fragrance/vent_clip
phase3a,phase3a-EF1515-durability_months-1,EF1515,durability_months,1.5,fragrance,odor_eliminator,fragrance,odor_eliminator,durability_months: not applicable for fragrance/odor_eliminator
phase3b,phase3b-PS0931-skill_level-1,PS0931,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-PS0707-skill_level-2,PS0707,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-PS0606-skill_level-3,PS0606,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-PS0101-skill_level-4,PS0101,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-PS2002-skill_level-5,PS2002,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-PS0821-skill_level-6,PS0821,skill_level,diy,fragrance,hanging_card,fragrance,hanging_card,skill_level: not applicable for fragrance/hanging_card
phase3b,phase3b-71176-skill_level-7,71176,skill_level,pro,glass_cleaner_protectant,glass_cleaner,glass_cleaner_protectant,glass_cleaner,skill_level: not applicable for glass_cleaner_protectant/glass_cleaner
phase3b,phase3b-700662-skill_level-8,700662,skill_level,pro,glass_cleaner_protectant,glass_cleaner,glass_cleaner_protectant,glass_cleaner,skill_level: not applicable for glass_cleaner_protectant/glass_cleaner
phase3b,phase3b-70933-dwell_time_minutes-9,70933,dwell_time_minutes,3,industrial_products,engine_cleaner,industrial_products,engine_cleaner,dwell_time_minutes: not applicable for industrial_products/engine_cleaner
phase3b,phase3b-70933-skill_level-10,70933,skill_level,pro,industrial_products,engine_cleaner,industrial_products,engine_cleaner,skill_level: not applicable for industrial_products/engine_cleaner
phase3b,phase3b-70933-rinse_required-11,70933,rinse_required,True,industrial_products,engine_cleaner,industrial_products,engine_cleaner,rinse_required: not applicable for industrial_products/engine_cleaner
phase3b,phase3b-06008.056.001-skill_level-12,06008.056.001,skill_level,diy,industrial_products,metal_polish,industrial_products,metal_polish,skill_level: not applicable for industrial_products/metal_polish
phase3b,phase3b-75132-confidence_level-15,75132,confidence_level,high,interior_cleaner,wood_cleaner,marin_products,interior_detailer,"confidence_level: not measurable, no filter value (global delete)"
phase3b,phase3b-75404-application_method-16,75404,application_method,machine,interior_cleaner,fabric_cleaner_concentrate,interior_cleaner,fabric_leather_cleaner,application_method: not applicable for interior_cleaner/fabric_leather_cleaner
phase3b,phase3b-71676-skill_level-17,71676,skill_level,pro,interior_cleaner,fabric_cleaner_concentrate,interior_cleaner,fabric_leather_cleaner,skill_level: not applicable for interior_cleaner/fabric_leather_cleaner
phase3b,phase3b-701010-skill_level-20,701010,skill_level,pro,interior_cleaner,interior_apc,interior_cleaner,interior_apc,skill_level: not applicable for interior_cleaner/interior_apc
phase3b,phase3b-77192-outdoor_use-24,77192,outdoor_use,True,interior_cleaner,wood_protector,marin_products,interior_detailer,outdoor_use: not applicable for marin_products/interior_detailer
phase3b,phase3b-Q2M-PM500M-durability_months-25,Q2M-PM500M,durability_months,6,interior_cleaner,interior_detailer,interior_cleaner,plastic_dressing,durability_months: not applicable for interior_cleaner/plastic_dressing
phase3b,phase3b-79298-durability_months-32,79298,durability_months,5,interior_cleaner,plastic_dressing,interior_cleaner,plastic_dressing,durability_months: not applicable for interior_cleaner/plastic_dressing
phase3b,phase3b-Q2-LCR500M-skill_level-34,Q2-LCR500M,skill_level,pro,leather_care,leather_protectant,leather_care,leather_treatment,skill_level: not applicable for leather_care/leather_treatment
phase3b,phase3b-Q2M-LCSYA1000M-skill_level-35,Q2M-LCSYA1000M,skill_level,pro,leather_care,leather_cleaner,leather_care,leather_cleaner,skill_level: not applicable for leather_care/leather_cleaner
phase3b,phase3b-Q2M-LSN200M-durability_months-36,Q2M-LSN200M,durability_months,6,leather_care,leather_care_kit,leather_care,leather_care_kit,durability_months: not applicable for leather_care/leather_care_kit
phase3b,phase3b-Q2M-LSN200M-indoor_use-37,Q2M-LSN200M,indoor_use,True,leather_care,leather_care_kit,leather_care,leather_care_kit,indoor_use: not applicable for leather_care/leather_care_kit
phase3b,phase3b-Q2M-LSSYA200M-durability_months-38,Q2M-LSSYA200M,durability_months,3,leather_care,leather_care_kit,leather_care,leather_care_kit,durability_months: not applicable for leather_care/leather_care_kit
phase3b,phase3b-Q2M-LSSYA200M-indoor_use-39,Q2M-LSSYA200M,indoor_use,True,leather_care,leather_care_kit,leather_care,leather_care_kit,indoor_use: not applicable for leather_care/leather_care_kit
phase3b,phase3b-75131-rinse_required-40,75131,rinse_required,True,marin_products,iron_remover,marin_products,iron_remover,rinse_required: not applicable for marin_products/iron_remover
phase3b,phase3b-24011.261.080-application_method-41,24011.261.080,application_method,machine,marin_products,one_step_polish,marin_products,one_step_polish,application_method: not applicable for marin_products/one_step_polish
phase3b,phase3b-HPG11850M-outdoor_use-42,HPG11850M,outdoor_use,True,masking_tapes,high_performance_tape,masking_tapes,high_performance_tape,outdoor_use: not applicable for masking_tapes/high_performance_tape
phase3b,phase3b-Q2M-SDE7090C-rinse_required-43,Q2M-SDE7090C,rinse_required,True,microfiber,drying_towel,microfiber,drying_towel,rinse_required: not applicable for microfiber/drying_towel
phase3b,phase3b-Q2M-STE-rinse_required-44,Q2M-STE,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-Q2M-WP-rinse_required-45,Q2M-WP,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-3236NBR2-skill_level-46,3236NBR2,skill_level,diy,microfiber,interior_cleaning_applicator,microfiber,cleaning_cloth,skill_level: not applicable for microfiber/cleaning_cloth
phase3b,phase3b-3218-confidence_level-47,3218,confidence_level,high,microfiber,glass_cloth,microfiber,cleaning_cloth,"confidence_level: not measurable, no filter value (global delete)"
phase3b,phase3b-3227I-HD-rinse_required-48,3227I-HD,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-3227B-rinse_required-49,3227B,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-3228R-rinse_required-50,3228R,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-3221A-RD-rinse_required-51,3221A-RD,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-3225A-BL-rinse_required-52,3225A-BL,rinse_required,True,microfiber,wash_mitt,microfiber,wash_mitt,rinse_required: not applicable for microfiber/wash_mitt
phase3b,phase3b-71331-rinse_required-53,71331,rinse_required,False,paint_protection_quick,rinse_wax_concentrate,paint_protection_quick,rinse_wax_concentrate,rinse_required: not applicable for paint_protection_quick/rinse_wax_concentrate
phase3b,phase3b-74059-rinse_required-54,74059,rinse_required,True,paint_protection_quick,spray_wipe_sealant,paint_protection_quick,spray_sealant,rinse_required: not applicable for paint_protection_quick/spray_sealant
phase3b,phase3b-74062-rinse_required-55,74062,rinse_required,True,paint_protection_quick,rinse_wax_concentrate,paint_protection_quick,rinse_wax_concentrate,rinse_required: not applicable for paint_protection_quick/rinse_wax_concentrate
phase3b,phase3b-70545-rinse_required-56,70545,rinse_required,True,paint_protection_quick,rinse_wax_concentrate,paint_protection_quick,rinse_wax_concentrate,rinse_required: not applicable for paint_protection_quick/rinse_wax_concentrate
phase3b,phase3b-Q2M-PPFMR500M-rinse_required-57,Q2M-PPFMR500M,rinse_required,True,paint_protection_quick,spray_sealant,paint_protection_quick,spray_sealant,rinse_required: not applicable for paint_protection_quick/spray_sealant
phase3b,phase3b-Q2M-WCYA4000M-skill_level-58,Q2M-WCYA4000M,skill_level,pro,paint_protection_quick,spray_rinse_sealant,paint_protection_quick,spray_sealant,skill_level: not applicable for paint_protection_quick/spray_sealant
phase3b,phase3b-Q2M-WCYA4000M-rinse_required-59,Q2M-WCYA4000M,rinse_required,True,paint_protection_quick,spray_rinse_sealant,paint_protection_quick,spray_sealant,rinse_required: not applicable for paint_protection_quick/spray_sealant
phase3b,phase3b-79304-rinse_required-60,79304,rinse_required,True,paint_protection_quick,spray_rinse_sealant,paint_protection_quick,spray_sealant,rinse_required: not applicable for paint_protection_quick/spray_sealant
phase3b,phase3b-79301-indoor_use-63,79301,indoor_use,True,paint_protection_quick,quick_detailer,paint_protection_quick,quick_detailer,indoor_use: not applicable for paint_protection_quick/quick_detailer
phase3b,phase3b-373680-durability_months-64,373680,durability_months,1080,polisher_machine,corded_rotary_polisher,polisher_machine,rotary,durability_months: not applicable for polisher_machine/rotary
phase3b,phase3b-373680-confidence_level-65,373680,confidence_level,high,polisher_machine,corded_rotary_polisher,polisher_machine,rotary,"confidence_level: not measurable, no filter value (global delete)"
phase3c,phase3c-123456-application_method-2,123456,application_method,machine,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-12918-skill_level-3,12918,skill_level,pro,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,skill_level: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-12918-application_method-4,12918,application_method,both,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,application_method: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-12922-skill_level-5,12922,skill_level,pro,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,skill_level: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-12922-application_method-6,12922,application_method,both,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,application_method: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-13724-skill_level-8,13724,skill_level,pro,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,skill_level: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-13724-application_method-9,13724,application_method,both,sprayers_bottles,trigger_sprayer,sprayers_bottles,trigger_sprayer,application_method: not applicable for sprayers_bottles/trigger_sprayer
phase3c,phase3c-18802-skill_level-11,18802,skill_level,pro,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,skill_level: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18802-application_method-13,18802,application_method,machine,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18802-rinse_required-14,18802,rinse_required,True,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,rinse_required: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18810-skill_level-16,18810,skill_level,pro,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,skill_level: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18810-application_method-18,18810,application_method,machine,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18810-rinse_required-19,18810,rinse_required,True,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,rinse_required: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-18848-skill_level-20,18848,skill_level,pro,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,skill_level: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-18848-application_method-22,18848,application_method,machine,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,application_method: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19771-application_temperature_min_c-23,19771,application_temperature_min_c,5,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,application_temperature_min_c: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19771-application_temperature_max_c-24,19771,application_temperature_max_c,30,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,application_temperature_max_c: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19771-skill_level-26,19771,skill_level,pro,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,skill_level: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19771-application_method-28,19771,application_method,machine,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,application_method: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19771-rinse_required-29,19771,rinse_required,True,sprayers_bottles,foaming_pump_sprayer,sprayers_bottles,foaming_pump_sprayer,rinse_required: not applicable for sprayers_bottles/foaming_pump_sprayer
phase3c,phase3c-19956-application_method-31,19956,application_method,both,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-19976-application_method-33,19976,application_method,both,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-20009-application_method-35,20009,application_method,both,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,application_method: not applicable for sprayers_bottles/pump_sprayer
phase3c,phase3c-20102-skill_level-36,20102,skill_level,pro,sprayers_bottles,pump_sprayer,sprayers_bottles,pump_sprayer,skill_level: not applicable for sprayers_bottles/pump_sprayer
